text,embedding
"भारतीय ǐरज़वर् बɇक 
RESERVE BANK OF INDIA 
 
RBI/2023-24/102 
DoS.CO.CSITEG/SEC.1/31.01.015/2023-24                                         April 10, 2023  
The Chairman/Managing Director/Chief Executive Officer  
Scheduled Commercial Banks (excluding Regional Rural Banks);","[-0.33044538, -0.41101617, 0.26936945, 0.8134437, -0.7745721, -0.119586684, -0.015990794, -0.21448004, 0.24749337, 0.7414553, -0.8567647, -0.42337024, -0.76904297, 0.11275699, -0.82723874, 0.8254988, 0.16234954, 0.118999824, 0.31395307, 0.03831516, -1.0160472, 0.17230852, -1.1549814, 0.30489266, 0.12994918, 0.52513856, 0.36754745, 0.3450785, 1.222148, 0.3647078, 0.11523508, -0.32326853, 0.20814139, -0.12731677, -0.7041064, -0.29377845, -0.49767733, -0.27735975, 0.88474286, 0.31954414, -0.3346716, 0.18605857, -0.19148505, 0.9300581, -0.6394486, 0.18882422, 0.049080756, 0.08913004, -0.28715515, -0.7347147, -0.14386739, -1.1105605, 0.2753139, 0.09540662, -0.08662926, -0.049173452, 0.606529, -0.1135591, -0.6566363, -0.617088, -0.5896799, 0.6878109, -0.37200615, 0.68747807, 0.38437402, 0.49155438, 0.112232156, -0.50275725, -0.5028927, 0.2207395, -0.39053288, 0.13732521, 0.38919038, 0.056439582, 0.059907835, 0.6126889, -0.286651, -0.27781573, -1.0027027, -0.22330652, 0.3922926, 0.3293066, 0.30683982, -0.10484711, -0.9040895, -0.30495352, -0.3155413, -0.12141732, 0.38007748, 0.08952864, -0.4147056, 0.13681799, -0.39004308, 0.93144375, 0.35567507, -0.38453224, -0.22330756, -0.5372762, -0.62540966, 0.52477556, 0.14407955, 0.33278692, -0.002855484, 0.4461491, -0.0783821, -0.22365455, 0.053730246, -0.32219926, -0.22333673, 0.3647646, -0.33956072, -0.40774524, 0.72908336, -1.1309496, -0.35930392, -0.1822121, -0.23927474, -0.31498587, -0.45098993, -0.12354311, -0.62817246, 0.78385025, 0.39451048, -1.3167708, 0.0053251083, 0.32283485, 0.2534808, -0.315738, 0.20239073, -0.2531378, 0.7351543, -0.14828606, 0.87577504, -0.4271095, -1.2473445, 0.015917948, 0.18556601, 0.12810108, -0.34198296, 0.8902864, -0.5441189, 0.004409803, -0.10525931, 0.16475354, -0.026562521, 0.5066376, -0.060623586, -0.19628164, 0.29190722, -0.46459344, 0.6583018, -0.45675352, -0.26216346, 0.24225034, -0.0005862484, 0.05456104, -0.30514893, 0.009478909, 0.3560766, -0.14747034, 0.12082173, -0.2473144, -0.110432714, 0.21126127, -0.31242046, 1.0757518, 0.88835335, 0.32343784, 0.33289972, -1.1822895, 0.48184308, -0.66100365, -0.35494053, 0.12609695, -0.014263336, 0.283007, 0.10513243, 0.4153185, -0.2538451, 0.37491408, 0.14329779, 0.791472, 1.6159045, 0.17789733, 0.47575796, -0.5356473, 0.7168679, 0.14901994, 0.19239092, 0.33435643, 0.09528597, -0.5081847, -0.59611124, 0.45769766, 0.6896203, 0.27397814, 0.68693024, -0.10131224, -0.9388106, 0.474696, -0.10349386, 0.19877416, 0.26095048, -0.02963859, -0.77434427, -0.9140165, -0.97776985, -0.34848753, -0.062091567, 0.5955501, -0.32573512, 0.040956732, -0.5555746, 0.7284755, -0.7248631, -0.41387102, -0.4336805, -0.0999018, 0.87949383, 0.69207054, -0.108122684, -1.2818955, -0.8828359, -0.1954873, -0.2746628, -0.12434188, -0.4556636, -0.21223116, 0.21318273, 0.4268176, -1.0173708, 0.8811135, 0.479831, -0.69893074, 0.38692772, -0.10067012, 0.5754503, -0.79446286, 0.06923801, -0.28610805, -0.43464378, -0.19791925, 0.24408853, -0.3557731, -0.19866787, 0.03168694, 0.67442197, -0.7793161, 0.06991551, 0.1062204, 0.34002185, -0.522823, -0.059353895, -0.095049456, 0.34624344, 0.32581857, -0.9571851, 0.50094247, 0.5515578, -0.32705894, 0.9820262, -0.38125965, -0.38071075, 0.10664172, 0.3469339, -1.0183105, -0.82356876, 0.40800837, -0.27798373, 0.7853538, 0.2532544, -0.121406555, -0.6857626, 0.077941395, 0.28431305, 0.6581245, -0.39815286, 0.47803885, 0.21210082, -0.23948486, -0.5498184, -1.1282675, -0.27930158, -0.16538937, -0.3626285, 0.16066967, -0.17186497, -0.8597061, -0.10005359, -0.6508431, -0.42002258, -0.27264372, 0.5514568, 0.10895086, 0.56342804, -0.74383295, -0.12072806, -0.34224993, -0.049222358, 0.29811174, 0.350713, 0.29571775, -0.35317, -0.6550151, 0.3327392, 0.47223872, 0.03279276, 0.17232384, 0.29029977, -0.26739135, 0.34092644, -0.57518387, 0.052079722, -0.566525, 0.11376096, -0.29987282, -0.31958362, 0.42726666, -0.09500861, -0.21311128, 0.6572257, 1.0530756, 0.34581852, 0.4060506, 1.0318854, 0.12176741, 0.42685047, 0.10971567, 1.1939029, -0.4608701, -0.410109, -0.097239874, 0.15509869, -1.0533782, 0.118664466, 0.5542243, 0.39848143, -0.24217747, 0.34827328, -1.047737, 0.3915537, 0.41982788, 0.24062692, 0.11407722, -0.91133064, 0.4232974, 0.4398093, -0.2458152, -0.19924305, 0.58261365, 0.097257644, 0.6716865, 0.28952822, 0.9268616, 0.8164025, 0.14722516, 0.31626752, 0.57053566, 0.32199776, -1.763712, -0.047373105, 0.54709417, -0.1273183, -0.046875745, -0.2245433, -0.6514449, 0.93169, 0.59829795, -0.74382335, 0.16329496, -1.3897855, 0.61364245, -0.122846946, -0.30003247, -0.795268, -0.70188546, 1.2050514, 0.20799595, 0.2142266, -0.1746544, 0.39142808, -0.0654347, -0.84960437, 0.31973815, -0.36705855, 0.6314359, 0.77633876, -0.14606081, 0.6534241, 0.8449848, 0.26864895, -0.23633665, 0.47106192, -1.1769701, 0.19981839, 0.95663536, -0.5418923, -0.77991027, -1.2736415, -0.1025383, -0.011479731, 0.18441504, 0.4096274, 0.22984445, -0.22383097, -0.29681826, 0.3073494, -0.41787365, 0.7767459, -0.3728298, 0.11482296, -0.5853385, 0.93029505, -0.28465313, 0.11550697, 0.64445096, -0.28026456, -0.30547243, -0.14831154, -0.20391226, -0.39896572, -0.72605497, -0.4328428, -0.4153344, -0.060773563, -1.0088327, -0.74083304, -0.039935447, -0.18816847, 0.13841477, 0.045508187, 0.408983, 0.6043933, -0.48933494, 0.72279334, -0.66647965, 0.2760041, 0.39183608, 0.23211597, -0.29561096, -0.22176006, -0.2639643, -0.1462487, -0.37302634, -0.9633438, 0.7156117, 0.17067792, 0.46378693, 1.1662865, -0.43031874, 1.2187392, 0.21007936, 0.75390375, 0.3419781, -0.9940018, 0.43069062, -0.872388, 0.72283226, 0.517798, 0.3699483, -0.39457494, -0.14191353, -0.45705152, -0.9703043, 0.68674064, -0.34688327, -0.004377757, -0.10484486, 0.045229454, 0.20532969, 0.4227901, -0.71902424, -0.3592003, 0.023785526, 0.08253215, 0.42868397, -0.9915788, 0.033005543, -0.30237156, 0.68924993, 0.50870377, 0.75612277, 0.41320384, 0.107911356, -0.23585707, 0.57683456, 1.3640772, 1.3993104, -0.76282823, -0.14853175, 0.30659235, -0.41999933, -0.017382046, -0.043104198, 0.33700785, -0.42077914, 0.65512985, 0.067329556, -0.09866432, -0.7616577, 0.31637406, 0.3030039, 0.022684895, -1.1524934, 0.08206376, -0.36112255, 0.53953826, 0.54077774, 0.17314838, -0.0106348535, -1.1906309, -0.061680205, 0.12566788, -0.5836832, -0.26902324, 0.8779054, 0.1851713, -0.12092589, 0.7929219, -0.21401925, -0.17969052, 0.43158397, 0.3534985, 1.0101135, -0.4178005, -0.33529386, 0.6893587, 0.011836653, 0.13689551, 0.3910495, -0.30666283, -0.0809484, -0.25635707, -0.7592811, -0.41328868, -0.49803174, -0.4141713, 0.9878097, -1.0632224, -0.21385103, -0.31833595, -0.21615358, -0.19762066, 0.7352696, 0.28869796, 1.1962255, -0.29604304, 0.8265331, 0.3681651, -0.26546314, -0.027349602, -0.21065803, -0.24673478, -0.88172555, 0.7785625, -0.29125887, 0.2688943, -0.3799869, -0.5840011, -1.3765384, 1.4614366, -0.6796825, -0.69954234, 0.44000965, -0.17255026, 0.29883292, -0.017755039, 0.5281454, 0.31556243, 1.0938336, -0.05079429, -0.7732059, -0.08851981, -0.17937899, -0.34713182, 0.53544116, -1.3344208, 1.0229869, -0.049635585, -0.14713496, -0.09353991, 1.0150363, 0.31694105, 0.22849357, 0.926201, 0.5759123, 0.38596445, -0.18702902, 1.0398912, -0.34718248, -0.10664326, 0.44182262, 0.14283961, 0.07616179, 0.746771, -0.54980594, 0.5990515, 0.91659755, -0.19051261, 1.0957298, 0.0491425, -0.21711908, -0.09727115, 0.12881532, -0.30599, 0.4913257, 0.26497796, -0.13450831, -0.2589594, -0.17204243, -0.22108279, 0.19059518, -0.33714336, 0.22371392, 0.100572556, -0.6381342, 0.43354693, 0.24651702, 0.40488368, -0.92470104, 0.03331093, 0.056432266, 0.79922026, -0.27118358, -0.49413958, 1.13105, -0.34802684, -0.5253254, -0.528832, 0.70088845, -0.455705, -0.07683327, -0.16033831, -0.27567875, -0.16802801, 0.3025308, -0.6145024, -0.10785623, -0.044899438, -0.08115638, 0.5079609, 0.09544667, -0.5912501, 1.0152236, 0.30967233, 0.015509148, 0.3045639, -1.0959489, 0.58715886, -1.1459242, -0.8508434, -1.1346152, -0.005759827, -0.09702547, -0.9326895, 0.6577278, 0.4046171, 0.99295336, -0.63497174, 0.8120192, -1.1148297, 0.3985949, -0.40065712, 0.46719152, -0.252344, -0.41906112, -0.020686947, -0.60377127, 0.031176692, 0.15216741, -0.38672712, -0.12994605, 0.64838064, 0.46861047, 0.27358449, 0.113424614, 0.1542935, 0.10214863, -0.0749055, 0.499129, 0.5620966, 0.013727789, 0.5011235, -0.7162112, 0.112562574, -0.6292363, -0.39702198, -0.69192004, -0.3629022, 0.036158655, -0.2325023, 0.016123941, 1.1800185, 0.5046299, -1.2945774, -0.42471847, -0.24914342, 0.32283458, -0.021277428, -0.23395392, 0.6297139, 0.13177955, -0.81329554, -0.02288817, 0.5590302, -0.432576, 0.03436487, 0.15872025, -0.52561283, 0.2096912, 0.30715168, 0.5948921, -0.70407563, -0.08781428, -0.40877292, -0.5052483, -0.36052087, 0.68867344, -0.006692338, 0.32437414, 1.0111569, -0.30597633, 0.3415014, 0.5221641, 0.56595445, -0.15773825, 0.81204474, 0.0325494, -0.11948771, -0.29367107, -0.78603834, 0.46322277, 0.47777662, -0.77595544, -1.0474485, 0.14413331, -1.7593125, 0.01081694, 0.93553185, 0.17981644, -0.94705325, 0.33832183, -0.33884418, 0.02254089, -0.28203243, 0.71202445, 0.8025797, -0.2334231, -0.066523306, -0.7015663, 0.717839, -0.036440916, -0.47208226, -0.40440848, 0.03674847, 0.14139505, 0.15374167, 1.4195071, -0.38683915, 0.5854776, 0.25610852, 0.45597756, 0.41047147, 0.08338159, 0.16860151, -0.25220972, -0.095861554, -0.3449197]"
"Local Area Banks; Small Finance Banks; Payments Banks; 
Primary (Urban) Co-operative Banks; 
Non-Banking Financial Companies;  
Credit Information Companies; and 
All India Financial Institutions (EXIM Bank, NABARD, NaBFID, NHB and SIDBI)  
Madam/Dear Sir,","[-0.1421442, -0.4391276, 0.24228191, 0.15365855, -0.30034867, 0.36267772, 0.5902443, -0.2913131, 0.6374092, 0.77240497, -0.17496999, -0.17821172, 0.10287666, 0.05294215, -0.4572057, 1.1742808, 0.066383235, -0.06746076, -0.037449647, -0.31369838, -0.4488149, -0.6090937, -1.4579508, -0.03600894, 0.14788322, 0.6714704, 0.1817625, -0.29220906, 0.8478922, 0.38015872, 0.48570862, 0.023150254, 0.031160418, -0.26768494, -0.452874, -0.7162793, -1.0926545, -0.19075121, 0.6582876, 0.46173847, -0.40477562, 0.54764694, -0.1905482, 1.0856649, -0.8247833, 0.00074691774, 0.32829475, -0.12045212, -0.35796508, 0.17423674, -0.14283727, -0.8608088, 0.06444833, -0.2414229, 0.043776702, 0.56921184, 0.45140278, -0.28396046, -0.8086151, -0.89264524, -0.6642517, 0.89304405, -0.0098910015, 0.18827654, 0.5612966, 0.77863413, 0.084098816, -0.38864046, 0.4342542, 0.538296, -0.7728007, 0.25455076, -0.0003782908, -0.103247195, -0.16665106, 1.0750804, -0.0062474567, -0.20126972, -0.565497, -0.23348786, 0.081502154, 0.16740446, -0.09318613, 0.023093374, -0.7265818, -0.23164088, -0.73462933, 0.22815959, 0.45035857, -0.04140644, -0.7256452, 0.21853408, -0.11519153, 0.8871257, 0.4189321, -0.5986777, 0.12685733, -0.83601683, -0.7640173, 0.4431612, 0.002940305, -0.2365057, -0.53553593, 0.28949738, -0.48328552, -0.4179288, -0.21392244, 0.13274269, -0.07628517, -0.10202371, -0.3800574, -0.35960186, 0.20103934, -0.90531003, -0.5014896, -0.12737595, 0.12658145, 0.19763184, -0.49015197, -0.62839293, -0.54313153, 0.93161213, -0.05932808, -1.0457764, 0.5965094, 0.2588257, 0.5223705, 0.5003011, 0.41845444, -0.4412969, 0.69732857, -0.39251506, 1.1525838, -0.90032554, -0.7082148, 0.07000594, 0.09909146, -0.34966627, -0.578951, 0.22459939, -0.44506583, 0.15204777, -0.30817908, -0.09846738, -0.24663875, 0.49067715, -0.50522286, 0.8418966, 0.6178187, -0.36175665, 0.107256904, -0.7767802, -0.6498474, -0.24683544, -0.22630161, -0.28925827, 0.2270312, -0.13674346, 0.047396056, -0.5697581, 0.27758038, 0.13561574, -0.3043742, 0.07380066, -0.3995697, 0.6406947, 0.35632324, -0.06882426, 0.76545715, -0.98757327, -0.3528241, -0.47880274, 0.32945812, -0.58765614, -0.45305634, -0.03355853, 0.31131718, 0.58657086, -0.6464854, 0.42994398, -0.14329307, 1.0246623, 0.98642576, 0.108998805, 0.4747284, -0.7476562, 0.7847636, 0.37072104, 0.0677686, 0.3573696, -0.35006645, -0.82587487, -0.38691583, 0.458992, 0.36710408, -0.7035919, -0.30057868, 0.22264455, -1.0039022, -0.34017143, -0.21156543, 0.44830883, 0.4205286, 0.016225696, -0.15605977, -0.68661904, -1.3289958, 0.017777761, -0.079258725, 0.40447554, 0.28182754, 0.45014971, 0.2165301, 0.9149262, -0.38508022, -0.78063077, -0.21522598, 0.046600215, 0.9520467, 0.31614786, 0.6720561, -1.043225, -0.7879059, -0.42283478, 0.30833682, 0.1393102, -0.5154864, 0.2262427, 0.31639344, 0.512973, -0.5227514, 0.88356864, 0.5088023, -0.45668438, 0.04810435, -0.8204864, 0.45300242, -0.9667155, -0.068835065, -0.43866652, -0.47271442, -0.42152855, -0.22086626, -0.23980643, -0.15772884, -0.17586365, 0.86506957, -0.90979296, -0.79931945, 0.022613715, 0.56303877, -0.23129278, 0.25292385, -0.2980755, 0.8906794, 1.0032685, -0.6337438, 0.5301361, 0.3642288, -0.13319753, 1.1970469, -0.46816775, -0.27638575, 0.36608583, 0.40734163, -0.79858094, -0.45277023, 0.4346962, -0.14157982, 0.26573625, 0.30490786, -0.9569397, -0.32151732, 0.03480107, 0.66761374, 0.35765177, -0.65258944, 0.81477356, 0.06857363, -0.21347986, -0.23579712, -1.1661626, -0.36523628, -0.32295507, -0.37648213, -0.2703811, 0.13433392, -0.35487875, -0.082305975, -0.02684615, -0.51491946, -0.00725797, 0.68765, 0.17344284, -0.10295118, -0.2109492, -0.2301653, -0.36033994, -0.5992833, 0.12844518, 0.32773617, -0.038255945, -0.598538, 0.078112796, 0.7465525, 0.39878342, -0.3098357, 0.9070343, 0.48882955, -0.56119144, 0.44130352, -0.51220345, 0.3666812, -0.5344706, -0.5235616, -0.67600226, -0.78774667, 0.7875163, -0.15201168, -0.096852235, 0.6358256, 0.81305134, 0.39295477, 0.38696924, 0.77072144, -0.18064848, 0.37632853, 0.27658305, 1.2461385, -0.5077211, 0.039108913, -0.13408953, -0.1394535, -0.96305263, -0.3127819, 0.5663658, 0.4395747, -0.24682687, 0.7262431, -0.23742189, 0.5107707, 0.86770654, -0.21992913, 0.2718703, -0.32794163, -0.06121451, 0.4991201, -0.5286593, 0.059530005, 0.82363635, 0.1520196, 0.506222, 0.68162996, 1.0124744, 0.6434942, 0.813208, 0.06703974, 0.06616163, -0.15740356, -1.5744894, 0.2004392, -0.110901386, -0.5580495, -0.40431416, 0.14012322, -0.7298706, 1.0912395, -0.033109806, -1.3000569, 0.52014923, -0.94058734, 0.2722201, 0.26382098, -0.2957822, -0.42812762, -0.051218923, 0.59019727, -0.071008556, 0.55627847, 0.022289086, -0.009221522, 0.21000335, -0.62881625, 0.82216746, -0.3864332, 0.09390335, 1.0846944, -0.5878103, 0.31998736, 0.31228766, 0.29736316, 0.2528186, -0.075023204, -0.7451538, 0.18588251, 0.734672, -0.6580546, 0.23841871, -0.8850606, -0.2836417, -0.30169526, 0.073813565, -0.0111481985, 0.6687246, 0.109511055, 0.14736672, 0.0973553, 0.15151758, 1.0025455, 0.21569665, -0.0471562, -0.464209, 0.9797497, 0.24639651, 0.04829394, 0.3731842, -0.5190278, -0.72493136, -0.038981613, 0.13547078, -0.0152545925, -0.60872436, -0.6971964, 0.038251687, -0.4490743, -1.2306702, -0.80512697, -0.22897601, -0.29174784, 0.15222283, -0.19176851, 0.24222323, 0.962382, -0.90850425, 0.89612836, -0.9053528, 0.5902819, 0.22510605, 0.7126381, -0.36923206, -0.04788084, -0.24002227, -0.20898424, 0.0116226515, -0.94438577, 0.29071864, 0.44884434, 0.59578705, 1.1296306, -0.11197198, 1.2333537, 0.06579577, 0.6457011, 0.68684083, -0.672545, 0.20611064, -0.5335505, -0.08281276, 0.64864194, 0.37327805, -0.75277203, -0.008320554, -1.2006795, -1.2047893, 0.28330293, 0.4114469, -0.23098685, -0.175448, 0.18500595, 0.18986817, 0.30867538, -0.71371865, -0.60706323, 0.3859586, 0.1625893, 0.18882574, -0.44446868, -0.43696195, -0.040314913, 0.73842365, 0.36623484, 0.40693945, 0.61967975, 0.10115992, -0.198857, 0.2614573, 0.8192757, 0.9686745, -0.4175461, -0.10057246, -0.3132585, -0.13494852, 0.24647216, -0.2737449, 0.032171614, -0.2767877, 0.4464431, 0.62200266, 0.40836385, -0.16778691, 0.01190211, -0.25159517, 0.14473724, -1.2221773, 0.14497681, -0.0002995809, 0.22947833, 0.31178206, 0.44353244, -0.009152858, -0.975293, 0.027782058, -0.030206425, -0.8512797, 0.03580017, 0.35207176, 0.56311935, -0.42587864, 1.0413052, -0.38848075, 0.30632174, 0.63782656, 0.38173977, 0.93059486, -0.27348754, -0.01497279, 0.62131095, 0.50594485, 0.23696475, 0.48224398, -0.22102751, -0.30192387, -0.22026443, -0.7734436, -0.84134114, -0.30409208, -0.7917496, 0.48020336, -1.0541992, -0.34450442, -0.17819887, -0.16505198, -0.5546224, 0.11237685, 0.76487833, 1.1439921, -0.68898314, 0.8882141, 1.0076294, -0.1081487, -0.26455942, -0.40151483, -0.2347367, -1.0085896, 0.3552756, 0.20240085, -0.2558253, -0.21064676, -0.18622437, -1.4737142, 1.6001475, -0.6809167, -0.90254897, 0.30009353, 0.399279, 0.30812174, -0.48565128, 0.7676057, 0.9629171, 1.2083542, 0.06967872, -0.673142, -0.65798795, -0.5042142, -0.42136028, 0.513856, -1.4213358, 0.7183382, 0.12949155, 0.14808019, 0.230365, 0.7377014, 0.34156597, 0.7697886, 0.6612874, 0.54688317, 0.9246419, -0.29831848, 1.0477885, -0.17537893, 0.10383809, 1.2779785, 0.015841294, 0.4611496, 0.6655197, -0.195539, 0.31391853, 1.364477, -0.09396871, 0.6846334, -0.24606432, 0.36607578, -0.115310125, -0.05058133, -0.47440407, 0.6231008, 0.48274484, 0.1033857, -0.4371633, -0.21089834, -0.4930407, -0.36311367, -0.88497925, 0.29683697, 0.38209203, -0.2690538, -0.2670143, 0.31456545, 0.6214803, -0.9152674, -0.13167915, -0.41150284, 0.3275317, -0.28744704, -0.31662673, 0.90096027, -0.17602578, -0.3688146, -0.26219457, 1.060498, -0.19675364, -0.391923, 0.4366759, 0.20311698, 0.20811968, -0.33333105, -0.4543687, -0.7808205, -0.56671435, 0.14163107, 0.9173879, 0.35141805, -0.5695516, 0.2838756, 0.29610124, -0.28319752, 0.16691151, -0.107647195, 0.47054952, -1.0022792, -0.6616394, -0.5259928, 0.09306666, -0.33454487, -0.9326858, 0.89290243, 0.37398642, 0.7112254, -0.0033807436, 0.03790525, -0.40703785, 0.42291462, -0.0074017844, 0.7967021, -0.18101342, -0.48226777, 0.15395507, -1.0543864, -0.0007001877, 0.36023274, -0.783078, -0.03598315, 0.35671332, 0.1124918, 0.16914597, 0.106100276, 0.5141946, 0.30239856, -0.4938048, 0.5221316, 0.33119354, -0.31318843, 0.2523285, -0.6097946, -0.061778132, -0.64655, -0.72863567, -0.65176797, 0.07954407, -0.3035286, 0.2840435, -0.7543518, 0.53668964, 0.8458318, -1.6395833, -0.2860972, 0.18999773, 0.25782815, -0.26005042, -0.22353078, 0.31525606, 0.06031742, -0.39171678, 0.4486875, 0.66064453, -0.2894638, -0.20087531, 0.41810596, -0.24249035, 0.6198499, 0.44229418, 0.24295813, 0.069630556, 0.12008608, -0.20401525, -0.1271904, -0.058636982, 1.0478078, -0.21839854, -0.12929192, 0.49120522, 0.10631205, 0.013727581, 0.23972419, 0.250782, -0.75984395, 0.49046, -0.27330863, 0.37107697, -0.059757933, -0.66982526, 0.7588521, 0.23607846, -0.6062527, -0.27840918, 0.2791992, -0.97364706, 0.18164946, 0.58984756, -0.33627734, -0.994104, -0.25669557, -0.11368129, -0.15785523, -0.4751404, 0.06864713, 0.8099345, -0.7217407, 0.10383237, -0.5836452, 0.29688427, 0.10055482, -0.6448382, -0.4560903, 0.4397077, -0.17136002, 0.79153645, 1.3182536, -0.36094004, 0.43767497, 0.6116628, -0.025097497, 0.20766379, -0.5690715, -0.33568534, 0.15837689, -0.41475475, -0.33273724]"
